stem_id,station_m,x,y,diameter_m,gt_tree_id
9,10.0,419883.1526898512,5853194.672250214,0.5773,11
9,10.5,419883.4882247385,5853195.04133859,0.5773,11
9,11.0,419883.8237596259,5853195.4439804545,0.5694,11
9,11.5,419884.1257410245,5853195.813068831,0.5694,11
9,12.0,419884.4612759119,5853196.182157207,0.541,11
9,12.5,419884.7968107992,5853196.584799072,0.5694,11
9,13.0,419885.0987921978,5853196.953887448,0.5773,11
9,13.5,419885.4007735965,5853197.356529313,0.5694,11
9,14.0,419885.76986197254,5853197.725617689,0.5694,11
9,14.5,419886.0718433712,5853198.094706065,0.6187,11
9,15.0,419886.3738247698,5853198.4973479295,0.6002,11
9,15.5,419886.6758061684,5853198.866436305,0.6002,11
9,16.0,419887.0113410558,5853199.269078171,0.5694,11
9,16.5,419887.3133224544,5853199.671720035,0.6331,11
9,17.0,419887.615303853,5853200.074361901,0.7826,11
9,17.5,419887.8837317629,5853200.477003765,0.8724,11
9,18.0,419888.21926665027,5853200.846092141,0.949,11
9,18.5,419888.5548015376,5853201.215180517,0.9976,11
9,19.0,419888.890336425,5853201.617822383,0.9976,11
9,19.5,419889.2258713123,5853201.986910759,0.949,11
9,20.0,419889.59495968843,5853202.322445646,0.949,11
9,20.5,419889.93049457576,5853202.691534022,0.949,11
9,21.0,419890.26602946315,5853203.060622398,0.9003,11
9,21.5,419890.56801086175,5853203.429710774,0.8541,11
9,22.0,419890.93709923787,5853203.79879915,0.8541,11
9,22.5,419891.2390806365,5853204.167887527,0.8109,11
10,0.0,419856.54477328376,5853168.76895691,0.2684,14
10,0.5,419857.01452212606,5853168.936724354,0.4244,14
10,1.0,419857.48427096836,5853169.138045286,0.4244,14
10,1.5,419857.9204663219,5853169.372919708,0.3913,14
10,2.0,419858.3902151642,5853169.57424064,0.3796,14
10,2.5,419858.8264105178,5853169.775561572,0.4697,14
